id,number,title,labels,state,assignee,assignees,milestone,created_at,updated_at,closed_at,author_association,user.login,user.id,user.node_id,assignee.login,assignee.id,assignee.node_id,assignee.avatar_url,assignee.gravatar_id,assignee.url,assignee.html_url,assignee.followers_url,assignee.following_url,assignee.gists_url,assignee.starred_url,assignee.subscriptions_url,assignee.organizations_url,assignee.repos_url,assignee.events_url,assignee.received_events_url,assignee.type,assignee.site_admin,milestone.url,milestone.html_url,milestone.labels_url,milestone.id,milestone.node_id,milestone.number,milestone.title,milestone.description,milestone.creator.login,milestone.creator.id,milestone.creator.node_id,milestone.creator.avatar_url,milestone.creator.gravatar_id,milestone.creator.url,milestone.creator.html_url,milestone.creator.followers_url,milestone.creator.following_url,milestone.creator.gists_url,milestone.creator.starred_url,milestone.creator.subscriptions_url,milestone.creator.organizations_url,milestone.creator.repos_url,milestone.creator.events_url,milestone.creator.received_events_url,milestone.creator.type,milestone.creator.site_admin,milestone.open_issues,milestone.closed_issues,milestone.state,milestone.created_at,milestone.updated_at,milestone.due_on,milestone.closed_at
931960372,42632,Expand guides descriptions for the index,"[{'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}]",closed,,"[{'login': 'zzak', 'id': 277819, 'node_id': 'MDQ6VXNlcjI3NzgxOQ==', 'avatar_url': 'https://avatars.githubusercontent.com/u/277819?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/zzak', 'html_url': 'https://github.com/zzak', 'followers_url': 'https://api.github.com/users/zzak/followers', 'following_url': 'https://api.github.com/users/zzak/following{/other_user}', 'gists_url': 'https://api.github.com/users/zzak/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/zzak/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/zzak/subscriptions', 'organizations_url': 'https://api.github.com/users/zzak/orgs', 'repos_url': 'https://api.github.com/users/zzak/repos', 'events_url': 'https://api.github.com/users/zzak/events{/privacy}', 'received_events_url': 'https://api.github.com/users/zzak/received_events', 'type': 'User', 'site_admin': False}]",,2021-06-28T20:27:21Z,2021-07-01T06:06:42Z,2021-06-30T22:52:15Z,MEMBER,p8,28561,MDQ6VXNlcjI4NTYx,zzak,277819.0,MDQ6VXNlcjI3NzgxOQ==,https://avatars.githubusercontent.com/u/277819?v=4,,https://api.github.com/users/zzak,https://github.com/zzak,https://api.github.com/users/zzak/followers,https://api.github.com/users/zzak/following{/other_user},https://api.github.com/users/zzak/gists{/gist_id},https://api.github.com/users/zzak/starred{/owner}{/repo},https://api.github.com/users/zzak/subscriptions,https://api.github.com/users/zzak/orgs,https://api.github.com/users/zzak/repos,https://api.github.com/users/zzak/events{/privacy},https://api.github.com/users/zzak/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931937841,42631,Fix migration compatibility for default precision value on datetime columns (Round 2),"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}]",closed,,[],,2021-06-28T20:04:55Z,2021-06-29T09:56:53Z,2021-06-29T05:35:54Z,CONTRIBUTOR,robertomiranda,505427,MDQ6VXNlcjUwNTQyNw==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931805369,42630,Update association callback docs,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}, {'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}]",open,,[],,2021-06-28T17:35:14Z,2021-06-30T23:41:34Z,,CONTRIBUTOR,nickborromeo,1518902,MDQ6VXNlcjE1MTg5MDI=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931789937,42629,Temporary v5.2 and v6.0 guides redirect (302 Moved Temporarily) to edgeapi.rubyonrails.org,[],closed,,"[{'login': 'zzak', 'id': 277819, 'node_id': 'MDQ6VXNlcjI3NzgxOQ==', 'avatar_url': 'https://avatars.githubusercontent.com/u/277819?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/zzak', 'html_url': 'https://github.com/zzak', 'followers_url': 'https://api.github.com/users/zzak/followers', 'following_url': 'https://api.github.com/users/zzak/following{/other_user}', 'gists_url': 'https://api.github.com/users/zzak/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/zzak/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/zzak/subscriptions', 'organizations_url': 'https://api.github.com/users/zzak/orgs', 'repos_url': 'https://api.github.com/users/zzak/repos', 'events_url': 'https://api.github.com/users/zzak/events{/privacy}', 'received_events_url': 'https://api.github.com/users/zzak/received_events', 'type': 'User', 'site_admin': False}]",,2021-06-28T17:17:12Z,2021-06-29T08:07:33Z,2021-06-29T08:07:33Z,CONTRIBUTOR,sergey-alekseev,2371639,MDQ6VXNlcjIzNzE2Mzk=,zzak,277819.0,MDQ6VXNlcjI3NzgxOQ==,https://avatars.githubusercontent.com/u/277819?v=4,,https://api.github.com/users/zzak,https://github.com/zzak,https://api.github.com/users/zzak/followers,https://api.github.com/users/zzak/following{/other_user},https://api.github.com/users/zzak/gists{/gist_id},https://api.github.com/users/zzak/starred{/owner}{/repo},https://api.github.com/users/zzak/subscriptions,https://api.github.com/users/zzak/orgs,https://api.github.com/users/zzak/repos,https://api.github.com/users/zzak/events{/privacy},https://api.github.com/users/zzak/received_events,User,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931648709,42628,Method doing nothing when we pass a string,[],closed,,[],,2021-06-28T14:42:10Z,2021-06-28T18:27:50Z,2021-06-28T18:27:50Z,NONE,FakeCast,20440959,MDQ6VXNlcjIwNDQwOTU5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931629351,42627,Rails 6.1.4 breaks on  macOS 11.4,[],closed,,[],,2021-06-28T14:22:38Z,2021-06-28T14:31:55Z,2021-06-28T14:31:55Z,NONE,msroot,70363,MDQ6VXNlcjcwMzYz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931483783,42626,Remove LocalCache in FileStore,"[{'id': 107194, 'node_id': 'MDU6TGFiZWwxMDcxOTQ=', 'url': 'https://api.github.com/repos/rails/rails/labels/activesupport', 'name': 'activesupport', 'color': 'FC9300', 'default': False, 'description': None}, {'id': 107195, 'node_id': 'MDU6TGFiZWwxMDcxOTU=', 'url': 'https://api.github.com/repos/rails/rails/labels/railties', 'name': 'railties', 'color': '8BE06E', 'default': False, 'description': None}]",open,,[],,2021-06-28T11:47:00Z,2021-06-28T13:22:24Z,,CONTRIBUTOR,casperisfine,19192189,MDQ6VXNlcjE5MTkyMTg5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931305181,42625,Adjust docs of create_or_find_by,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}]",closed,,[],,2021-06-28T08:20:53Z,2021-06-30T05:43:02Z,2021-06-29T20:44:46Z,CONTRIBUTOR,intrip,1753245,MDQ6VXNlcjE3NTMyNDU=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931289584,42624,index.html.erb changes not reflect on browser,"[{'id': 131864, 'node_id': 'MDU6TGFiZWwxMzE4NjQ=', 'url': 'https://api.github.com/repos/rails/rails/labels/third%20party%20issue', 'name': 'third party issue', 'color': '02d7e1', 'default': False, 'description': None}]",closed,,[],,2021-06-28T08:04:12Z,2021-07-08T10:25:30Z,2021-06-28T14:31:50Z,NONE,qslcna,16847935,MDQ6VXNlcjE2ODQ3OTM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931216662,42623,Introduce docker-compose.yml file to activerecord directory,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}, {'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}]",closed,,[],,2021-06-28T06:23:34Z,2021-06-28T13:29:16Z,2021-06-28T13:29:16Z,CONTRIBUTOR,robertomiranda,505427,MDQ6VXNlcjUwNTQyNw==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931170331,42622,Replace uglifier with terser in dummy applications,"[{'id': 1174770998, 'node_id': 'MDU6TGFiZWwxMTc0NzcwOTk4', 'url': 'https://api.github.com/repos/rails/rails/labels/actionmailbox', 'name': 'actionmailbox', 'color': 'f4a6cb', 'default': False, 'description': ''}, {'id': 1180817762, 'node_id': 'MDU6TGFiZWwxMTgwODE3NzYy', 'url': 'https://api.github.com/repos/rails/rails/labels/actiontext', 'name': 'actiontext', 'color': '3bc667', 'default': False, 'description': ''}]",closed,,[],,2021-06-28T04:59:42Z,2021-06-28T06:30:25Z,2021-06-28T06:30:25Z,CONTRIBUTOR,SkipKayhil,6014046,MDQ6VXNlcjYwMTQwNDY=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930994208,42621,[ci skip] replace Uglifier example with Terser,"[{'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}]",closed,,[],,2021-06-27T18:44:22Z,2021-06-28T05:00:21Z,2021-06-27T23:04:38Z,CONTRIBUTOR,SkipKayhil,6014046,MDQ6VXNlcjYwMTQwNDY=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930980349,42620,Backport: Disentangle Action Text from ApplicationController,"[{'id': 107189, 'node_id': 'MDU6TGFiZWwxMDcxODk=', 'url': 'https://api.github.com/repos/rails/rails/labels/actionpack', 'name': 'actionpack', 'color': 'FFF700', 'default': False, 'description': None}, {'id': 1180817762, 'node_id': 'MDU6TGFiZWwxMTgwODE3NzYy', 'url': 'https://api.github.com/repos/rails/rails/labels/actiontext', 'name': 'actiontext', 'color': '3bc667', 'default': False, 'description': ''}, {'id': 3666649, 'node_id': 'MDU6TGFiZWwzNjY2NjQ5', 'url': 'https://api.github.com/repos/rails/rails/labels/actionview', 'name': 'actionview', 'color': 'd7e102', 'default': False, 'description': None}]",closed,,[],,2021-06-27T17:24:13Z,2021-06-28T07:48:16Z,2021-06-28T07:48:16Z,MEMBER,p8,28561,MDQ6VXNlcjI4NTYx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930977712,42619,DRYied return key checks,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}]",closed,,[],,2021-06-27T17:10:14Z,2021-06-28T05:44:25Z,2021-06-28T05:06:34Z,CONTRIBUTOR,alkesh26,1019076,MDQ6VXNlcjEwMTkwNzY=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930954549,42618,Fix punctuation of layout and rendering doc,"[{'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}]",closed,,[],,2021-06-27T15:15:28Z,2021-06-28T09:21:08Z,2021-06-27T23:02:49Z,CONTRIBUTOR,AkhilGKrishnan,22231095,MDQ6VXNlcjIyMjMxMDk1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930920815,42617,Remove docs for `render layout:` with a block and args,"[{'id': 3666649, 'node_id': 'MDU6TGFiZWwzNjY2NjQ5', 'url': 'https://api.github.com/repos/rails/rails/labels/actionview', 'name': 'actionview', 'color': 'd7e102', 'default': False, 'description': None}]",closed,,[],,2021-06-27T12:34:40Z,2021-06-27T23:08:52Z,2021-06-27T17:29:27Z,MEMBER,zzak,277819,MDQ6VXNlcjI3NzgxOQ==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930898687,42616,Add support for `if_exists/if_not_exists` on `remove_foreign_key/add_foreign_key`,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}]",closed,,[],,2021-06-27T10:29:45Z,2021-06-27T18:53:34Z,2021-06-27T18:12:47Z,CONTRIBUTOR,robertomiranda,505427,MDQ6VXNlcjUwNTQyNw==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930810299,42615,Add CHANGELOG for #42572,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}]",closed,,[],,2021-06-26T23:03:09Z,2021-06-28T10:54:55Z,2021-06-28T10:54:52Z,MEMBER,zzak,277819,MDQ6VXNlcjI3NzgxOQ==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930763240,42614,Typo fix in error raised,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}, {'id': 1072773639, 'node_id': 'MDU6TGFiZWwxMDcyNzczNjM5', 'url': 'https://api.github.com/repos/rails/rails/labels/ready', 'name': 'ready', 'color': 'fef2c0', 'default': False, 'description': 'PRs ready to merge'}]",closed,,[],,2021-06-26T17:58:31Z,2021-06-27T07:17:03Z,2021-06-27T02:43:59Z,CONTRIBUTOR,alkesh26,1019076,MDQ6VXNlcjEwMTkwNzY=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930722488,42613,Update of belongs to association resets of variable with associations,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}]",open,,[],,2021-06-26T15:51:33Z,2021-07-04T10:21:38Z,,CONTRIBUTOR,DmytroVasin,1914001,MDQ6VXNlcjE5MTQwMDE=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930665996,42612,Backport #42583: `Time#change` should pass the `zone` property through if it's set,"[{'id': 107194, 'node_id': 'MDU6TGFiZWwxMDcxOTQ=', 'url': 'https://api.github.com/repos/rails/rails/labels/activesupport', 'name': 'activesupport', 'color': 'FC9300', 'default': False, 'description': None}]",closed,,[],,2021-06-26T10:19:29Z,2021-06-27T22:49:47Z,2021-06-26T10:38:48Z,MEMBER,pixeltrix,6321,MDQ6VXNlcjYzMjE=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930653204,42611,Low perfomance of local_cache's read_entry and write_entry,"[{'id': 107194, 'node_id': 'MDU6TGFiZWwxMDcxOTQ=', 'url': 'https://api.github.com/repos/rails/rails/labels/activesupport', 'name': 'activesupport', 'color': 'FC9300', 'default': False, 'description': None}]",open,,[],,2021-06-26T09:06:25Z,2021-06-30T15:22:32Z,,NONE,hoangtuyb96,26217980,MDQ6VXNlcjI2MjE3OTgw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930631008,42610,"add autocomplete=""OFF"" to firefox-proof automagically added hidden fields like _method","[{'id': 3666649, 'node_id': 'MDU6TGFiZWwzNjY2NjQ5', 'url': 'https://api.github.com/repos/rails/rails/labels/actionview', 'name': 'actionview', 'color': 'd7e102', 'default': False, 'description': None}]",open,,[],,2021-06-26T06:49:02Z,2021-07-06T09:59:50Z,,NONE,jpwynn,446451,MDQ6VXNlcjQ0NjQ1MQ==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930474261,42609,Remove IE6-7-8 file download related hack/fix,"[{'id': 107189, 'node_id': 'MDU6TGFiZWwxMDcxODk=', 'url': 'https://api.github.com/repos/rails/rails/labels/actionpack', 'name': 'actionpack', 'color': 'FFF700', 'default': False, 'description': None}]",closed,,[],,2021-06-25T20:13:30Z,2021-06-25T23:08:38Z,2021-06-25T23:08:38Z,CONTRIBUTOR,tadas-s,840454,MDQ6VXNlcjg0MDQ1NA==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930387323,42608,Exit with error when rails is called with invalid arguments from wrong directory,"[{'id': 107195, 'node_id': 'MDU6TGFiZWwxMDcxOTU=', 'url': 'https://api.github.com/repos/rails/rails/labels/railties', 'name': 'railties', 'color': '8BE06E', 'default': False, 'description': None}]",open,,[],,2021-06-25T17:57:14Z,2021-06-30T01:02:49Z,,NONE,endenis,1074181,MDQ6VXNlcjEwNzQxODE=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930386173,42607,Rails exits with zero code if launched with invalid parameters in command-line outside of project directory,"[{'id': 41328116, 'node_id': 'MDU6TGFiZWw0MTMyODExNg==', 'url': 'https://api.github.com/repos/rails/rails/labels/attached%20PR', 'name': 'attached PR', 'color': '006b75', 'default': False, 'description': None}]",open,,[],,2021-06-25T17:55:26Z,2021-06-25T18:21:25Z,,NONE,endenis,1074181,MDQ6VXNlcjEwNzQxODE=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930327385,42606,Fix migration compatibility for default precision value on datetime columns,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}]",closed,,[],,2021-06-25T16:29:05Z,2021-06-28T20:32:58Z,2021-06-26T00:32:33Z,CONTRIBUTOR,robertomiranda,505427,MDQ6VXNlcjUwNTQyNw==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930296597,42605,"Revert ""Disable automatic write protection on replicas""","[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}]",closed,,[],,2021-06-25T15:47:26Z,2021-06-25T17:22:53Z,2021-06-25T16:05:17Z,CONTRIBUTOR,Tonkpils,1507561,MDQ6VXNlcjE1MDc1NjE=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930290143,42604,Fix migration ordering across databases,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}, {'id': 107195, 'node_id': 'MDU6TGFiZWwxMDcxOTU=', 'url': 'https://api.github.com/repos/rails/rails/labels/railties', 'name': 'railties', 'color': '8BE06E', 'default': False, 'description': None}]",closed,,[],,2021-06-25T15:40:20Z,2021-06-25T16:35:40Z,2021-06-25T16:35:37Z,MEMBER,eileencodes,1080678,MDQ6VXNlcjEwODA2Nzg=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930268839,42603,Consider AC::Parameters as Hash in url_for,"[{'id': 107189, 'node_id': 'MDU6TGFiZWwxMDcxODk=', 'url': 'https://api.github.com/repos/rails/rails/labels/actionpack', 'name': 'actionpack', 'color': 'FFF700', 'default': False, 'description': None}]",closed,,[],,2021-06-25T15:14:43Z,2021-06-25T18:24:20Z,2021-06-25T18:24:19Z,CONTRIBUTOR,casperisfine,19192189,MDQ6VXNlcjE5MTkyMTg5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930197267,42602,`eager_loading?` works when ordering tables with a schema prefix.,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}]",open,,[],,2021-06-25T13:54:06Z,2021-06-25T14:49:13Z,,CONTRIBUTOR,intrip,1753245,MDQ6VXNlcjE3NTMyNDU=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930159424,42601,Clear cached has_one association after removing belongs_to association,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}, {'id': 1072773639, 'node_id': 'MDU6TGFiZWwxMDcyNzczNjM5', 'url': 'https://api.github.com/repos/rails/rails/labels/ready', 'name': 'ready', 'color': 'fef2c0', 'default': False, 'description': 'PRs ready to merge'}]",closed,,[],,2021-06-25T13:08:14Z,2021-07-03T06:58:56Z,2021-07-03T06:58:55Z,CONTRIBUTOR,mdemare,4588,MDQ6VXNlcjQ1ODg=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930155735,42600,"ActiveRecord generates `= NULL` or `IN (NULL)`, instead of `IS NULL`, for queries involving invalid UUIDs",[],closed,,[],,2021-06-25T13:03:29Z,2021-06-25T13:59:50Z,2021-06-25T13:59:49Z,NONE,barrucadu,75235,MDQ6VXNlcjc1MjM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930081650,42599,Use rails guides instead of edge guides [ci skip],"[{'id': 664533972, 'node_id': 'MDU6TGFiZWw2NjQ1MzM5NzI=', 'url': 'https://api.github.com/repos/rails/rails/labels/activestorage', 'name': 'activestorage', 'color': 'bfd4f2', 'default': False, 'description': None}, {'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}]",open,,"[{'login': 'rafaelfranca', 'id': 47848, 'node_id': 'MDQ6VXNlcjQ3ODQ4', 'avatar_url': 'https://avatars.githubusercontent.com/u/47848?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rafaelfranca', 'html_url': 'https://github.com/rafaelfranca', 'followers_url': 'https://api.github.com/users/rafaelfranca/followers', 'following_url': 'https://api.github.com/users/rafaelfranca/following{/other_user}', 'gists_url': 'https://api.github.com/users/rafaelfranca/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rafaelfranca/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rafaelfranca/subscriptions', 'organizations_url': 'https://api.github.com/users/rafaelfranca/orgs', 'repos_url': 'https://api.github.com/users/rafaelfranca/repos', 'events_url': 'https://api.github.com/users/rafaelfranca/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rafaelfranca/received_events', 'type': 'User', 'site_admin': False}]",,2021-06-25T11:15:51Z,2021-06-28T09:54:02Z,,CONTRIBUTOR,santib,6373536,MDQ6VXNlcjYzNzM1MzY=,rafaelfranca,47848.0,MDQ6VXNlcjQ3ODQ4,https://avatars.githubusercontent.com/u/47848?v=4,,https://api.github.com/users/rafaelfranca,https://github.com/rafaelfranca,https://api.github.com/users/rafaelfranca/followers,https://api.github.com/users/rafaelfranca/following{/other_user},https://api.github.com/users/rafaelfranca/gists{/gist_id},https://api.github.com/users/rafaelfranca/starred{/owner}{/repo},https://api.github.com/users/rafaelfranca/subscriptions,https://api.github.com/users/rafaelfranca/orgs,https://api.github.com/users/rafaelfranca/repos,https://api.github.com/users/rafaelfranca/events{/privacy},https://api.github.com/users/rafaelfranca/received_events,User,False,https://api.github.com/repos/rails/rails/milestones/78,https://github.com/rails/rails/milestone/78,https://api.github.com/repos/rails/rails/milestones/78/labels,6340475.0,MDk6TWlsZXN0b25lNjM0MDQ3NQ==,78.0,7.0,,dhh,2741.0,MDQ6VXNlcjI3NDE=,https://avatars.githubusercontent.com/u/2741?v=4,,https://api.github.com/users/dhh,https://github.com/dhh,https://api.github.com/users/dhh/followers,https://api.github.com/users/dhh/following{/other_user},https://api.github.com/users/dhh/gists{/gist_id},https://api.github.com/users/dhh/starred{/owner}{/repo},https://api.github.com/users/dhh/subscriptions,https://api.github.com/users/dhh/orgs,https://api.github.com/users/dhh/repos,https://api.github.com/users/dhh/events{/privacy},https://api.github.com/users/dhh/received_events,User,False,11.0,9.0,open,2021-01-22T11:46:31Z,2021-07-01T11:49:40Z,,
929789407,42598,Remove already deprecated methods in ActiveStorage,"[{'id': 664533972, 'node_id': 'MDU6TGFiZWw2NjQ1MzM5NzI=', 'url': 'https://api.github.com/repos/rails/rails/labels/activestorage', 'name': 'activestorage', 'color': 'bfd4f2', 'default': False, 'description': None}]",closed,,[],,2021-06-25T03:16:14Z,2021-06-28T15:51:40Z,2021-06-28T05:55:08Z,CONTRIBUTOR,santib,6373536,MDQ6VXNlcjYzNzM1MzY=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929786847,42597,Setting belongs_to to nil with has_one results in a bad cached state,"[{'id': 107191, 'node_id': 'MDU6TGFiZWwxMDcxOTE=', 'url': 'https://api.github.com/repos/rails/rails/labels/activerecord', 'name': 'activerecord', 'color': '0b02e1', 'default': False, 'description': None}, {'id': 41328116, 'node_id': 'MDU6TGFiZWw0MTMyODExNg==', 'url': 'https://api.github.com/repos/rails/rails/labels/attached%20PR', 'name': 'attached PR', 'color': '006b75', 'default': False, 'description': None}]",closed,,[],,2021-06-25T03:10:04Z,2021-07-03T06:58:55Z,2021-07-03T06:58:55Z,NONE,Connorhd,92050,MDQ6VXNlcjkyMDUw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929714463,42596,Deprecate replace_on_assign_to_many,"[{'id': 664533972, 'node_id': 'MDU6TGFiZWw2NjQ1MzM5NzI=', 'url': 'https://api.github.com/repos/rails/rails/labels/activestorage', 'name': 'activestorage', 'color': 'bfd4f2', 'default': False, 'description': None}, {'id': 150377, 'node_id': 'MDU6TGFiZWwxNTAzNzc=', 'url': 'https://api.github.com/repos/rails/rails/labels/docs', 'name': 'docs', 'color': '02d7e1', 'default': False, 'description': None}]",closed,,[],,2021-06-25T00:27:25Z,2021-06-28T18:46:40Z,2021-06-28T18:46:26Z,CONTRIBUTOR,santib,6373536,MDQ6VXNlcjYzNzM1MzY=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
